panoid,lat,lon,year,month,_0,_90,_180,_270,img_path
CgL32oAHNpWsP1wdzrOn5A,-1.334581817873667,36.74809149264741,2018.0,1.0,20928.0,4118.0,5378.0,15633.0,C/g/
IMH9yaBqKpEpLZWRUKEHqw,-1.334225769870792,36.74813934706805,2018.0,1.0,23869.0,0.0,30105.0,39498.0,i/m/
JYzRXs_RjQNPpkz6mUMx7Q,-1.333667288939604,36.74821622652799,2018.0,1.0,16529.0,0.0,5008.0,0.0,j/y/
KE-so55IFDoDRaRZMo-Fig,-1.3331699430482,36.74827978563632,2018.0,1.0,23735.0,0.0,24631.0,0.0,K/e/
9vFuNNR3MQVe_B_BLxE-FA,-1.332715808473548,36.74835280043095,2018.0,1.0,0.0,11048.0,16737.0,0.0,9/v/
jE_Bh87wp0b6yiHfQUoFvg,-1.332144427142993,36.74841126154917,2018.0,1.0,0.0,35161.0,28028.0,0.0,j/e/
qZZYeEKooEURQga42_XQ8A,-1.331637728309058,36.74847432714824,2018.0,1.0,9293.0,19229.0,20692.0,0.0,Q/Z/
BY1RWMukfd5tyuCnz8Ci-w,-1.331154335327906,36.74854018829683,2021.0,7.0,0.0,0.0,0.0,0.0,B/y/
e2X7z3xXXjJpOvexPomd4Q,-1.330638374929118,36.74862101407093,2018.0,1.0,27218.0,16714.0,16177.0,0.0,e/2/
YtlBgXB_Uezb0tYfABYL6w,-1.330182450448427,36.74868638174856,2018.0,1.0,45324.0,0.0,14080.0,0.0,y/t/
ZJe891t9ZqJ3i5PCOEk8_w,-1.32971317546719,36.74875470941038,2018.0,1.0,6615.0,15191.0,30768.0,0.0,Z/j/
b08lXjBFumV1UmEzhQQB7Q,-1.329152778675372,36.74885436408232,2018.0,1.0,0.0,0.0,5415.0,0.0,B/0/
0dSqLI3AUZOEaP6ukyVRnA,-1.328688140469624,36.74891997822392,2018.0,1.0,4800.0,0.0,0.0,0.0,0/d/
SmAHW3BMmMqir81OWjRP1A,-1.328178785306911,36.74897852111832,2018.0,1.0,28280.0,0.0,12794.0,4303.0,s/m/
KtejLb1u6ibw6kIENMQ22g,-1.327759618325352,36.7490466018419,2018.0,1.0,7663.0,0.0,9993.0,16562.0,K/t/
QbbOtxkSMBB3hlo5i3NsoQ,-1.327198835128902,36.74911575140177,2018.0,1.0,24282.0,0.0,7927.0,0.0,Q/B/
G8aaZzovpzQ4pyFzKbjiaQ,-1.326722486294801,36.74917676082913,2018.0,1.0,27334.0,4226.0,12763.0,16730.0,g/8/
hOvX4VzUi6Je4mFV3Ynd9w,-1.301050205331626,36.79320120552979,2018.0,3.0,13047.0,0.0,6981.0,0.0,H/O/
SC09kBJfuOIeeB72y8zhRA,-1.301028498312894,36.79367617006137,2018.0,3.0,0.0,0.0,0.0,0.0,s/C/
YPHa69kSVAvP7icD-OU4Rg,-1.30099827440621,36.79428942857688,2021.0,7.0,6674.0,4893.0,13616.0,0.0,y/P/
R5NicW0RQ_ipqsqdAEZN8Q,-1.300987286611036,36.79474096700408,2018.0,3.0,0.0,0.0,20272.0,0.0,r/5/
R3J7K4ZbyLtDoKVGQzijtg,-1.300969945195085,36.79523482116253,2018.0,3.0,0.0,0.0,14832.0,0.0,r/3/
ItsUJXp7ibUjBBtAh1w-mg,-1.30073482595613,36.79552751652973,2018.0,3.0,0.0,12943.0,0.0,0.0,i/t/
J5xPb3JqdOK3JXA6zAzLUQ,-1.300140130967188,36.79550245422613,2018.0,3.0,0.0,11400.0,0.0,0.0,j/5/
-ZgGj50rf5j_HKbstnrGkw,-1.299697600456749,36.79547320116593,2018.0,3.0,9058.0,14178.0,4867.0,5624.0,-/Z/
nFK3f7K7FPM4ioxm45DtiA,-1.29929827604653,36.79324582602996,2018.0,3.0,7729.0,0.0,0.0,4879.0,N/f/
okIGCnORTs6woWGoitK_tQ,-1.298695461958655,36.79320679336554,2018.0,3.0,0.0,0.0,0.0,24022.0,O/K/
8cSQ7xJt99D4PgrqmS6oOQ,-1.298252805146767,36.79316430936843,2021.0,7.0,0.0,0.0,0.0,11847.0,8/C/
wT8Z6yzp6_MKFOxwUYNgOw,-1.297715374606988,36.79314261540304,2022.0,4.0,18221.0,6699.0,4832.0,8639.0,w/t/
